fecha,id_cliente,producto,categoria,ciudad,unidades,precio_unitario,descuento,canal,ventas
2025-07-06,14041,Mancuernas 5kg,Deportes,Cali,4,75800.0,0.1,Tienda,272880.0
2025-11-08,17213,Lampara LED,Hogar,Medellin,2,41200.0,0.15,Tienda,70040.0
2025-10-14,12280,Chaqueta impermeable,Moda,Barranquilla,1,111100.0,0.0,Tienda,111100.0
2025-01-27,18142,Lampara LED,Hogar,Bogota,5,98200.0,0.15,Tienda,417350.0
2025-12-27,12598,Teclado mecanico,Tecnologia,Cali,2,256900.0,0.05,Tienda,488110.0
2025-07-30,19704,Portatil 14,Tecnologia,Medellin,1,420600.0,0.0,Tienda,420600.0
2025-04-15,18144,Monitor 24,Tecnologia,Barranquilla,3,279000.0,0.0,Tienda,837000.0
2025-02-14,16532,Tenis urbanos,Moda,Medellin,4,101700.0,0.0,En linea,406800.0
2025-11-08,17566,Audifonos BT,Tecnologia,Cali,2,279100.0,0.15,En linea,474470.0
2025-06-27,16664,Lampara LED,Hogar,Medellin,2,68800.0,0.2,Tienda,110080.0
2025-05-30,15502,Set de sabanas,Hogar,Barranquilla,5,70200.0,0.0,Tienda,351000.0
2025-10-12,13141,Jean slim,Moda,Bogota,1,95900.0,0.0,En linea,95900.0
2025-12-03,10055,Tapete yoga,Deportes,Bogota,2,71900.0,0.0,Tienda,143800.0
2025-01-07,16929,Jean slim,Moda,Barranquilla,2,40200.0,0.05,En linea,76380.0
2025-07-10,10486,Bolso cuero,Moda,Medellin,3,30900.0,0.05,Tienda,88065.0
2025-06-28,11522,Bolso cuero,Moda,Bogota,2,68000.0,0.0,Tienda,136000.0
2025-07-15,13515,Aspiradora,Hogar,Barranquilla,2,60100.0,0.0,Tienda,120200.0
2025-12-09,11908,Bolso cuero,Moda,Bogota,2,138500.0,0.0,En linea,263150.0
2025-11-07,14221,Camiseta basica,Moda,Bogota,3,96300.0,0.0,Tienda,288900.0
2025-11-02,14503,Guantes gym,Deportes,Cali,1,79900.0,0.0,Tienda,79900.0
2025-10-26,13017,Lampara LED,Hogar,Bogota,5,40200.0,0.0,Tienda,201000.0
2025-04-18,19561,Bolso cuero,Moda,Barranquilla,4,152600.0,0.0,Tienda,610400.0
2025-07-15,11298,Aspiradora,Hogar,Cali,3,194600.0,0.0,En linea,583800.0
2025-10-11,13416,Tablet 10,Tecnologia,Cali,2,119100.0,0.1,Tienda,214380.0
2025-10-18,15885,Jean slim,Moda,Bogota,4,33100.0,0.2,Tienda,105920.0
2025-09-10,17180,Balon futbol,Deportes,Barranquilla,4,64200.0,0.0,En linea,205440.0
2025-08-24,16976,Bolso cuero,Moda,Medellin,2,125200.0,0.15,En linea,212840.0
2025-10-08,14204,Guantes gym,Deportes,Medellin,1,71800.0,0.1,En linea,64620.0
2025-06-25,13229,Chaqueta impermeable,Moda,Medellin,3,64200.0,0.05,Tienda,182970.0
2025-11-08,13738,Juego de ollas,Hogar,Cali,5,31900.0,0.05,Tienda,151525.0
2025-06-19,14213,Juego de ollas,Hogar,Cali,2,90300.0,0.15,Tienda,153510.0
2025-05-17,12822,Tapete yoga,Deportes,Medellin,2,59500.0,0.15,Tienda,101150.0
2025-02-04,18944,Juego de ollas,Hogar,Medellin,3,52300.0,0.0,En linea,156900.0
2025-07-08,16983,Licuadora,Hogar,Barranquilla,5,44800.0,0.05,Tienda,212800.0
2025-09-12,15832,Licuadora,Hogar,Cali,2,64400.0,0.0,En linea,128800.0
2025-02-28,19764,Teclado mecanico,Tecnologia,Cali,3,211000.0,0.0,Tienda,633000.0
2025-03-12,13248,Chaqueta impermeable,Moda,Bogota,2,47400.0,0.0,Tienda,94800.0
2025-12-31,17839,Lampara LED,Hogar,Bogota,4,49100.0,0.0,Tienda,196400.0
2025-01-31,10805,Bolso cuero,Moda,Barranquilla,3,79700.0,0.0,En linea,239100.0
2025-11-20,16641,Chaqueta impermeable,Moda,Cali,2,70100.0,0.0,Tienda,140200.0
2025-03-25,18158,Guantes gym,Deportes,Barranquilla,1,52900.0,0.0,En linea,52900.0
2025-03-09,18575,Guantes gym,Deportes,Medellin,2,39100.0,0.05,Tienda,74290.0
2025-05-05,19115,Camiseta basica,Moda,Medellin,3,114400.0,0.1,Tienda,308880.0
2025-07-03,12020,Juego de ollas,Hogar,Medellin,4,92200.0,0.0,Tienda,368800.0
2025-09-20,14827,Jean slim,Moda,Medellin,3,89100.0,0.1,En linea,240570.0
2025-10-09,17144,Bicicleta estatica,Deportes,Barranquilla,4,37700.0,0.05,En linea,143260.0
2025-12-08,17751,Set de sabanas,Hogar,Barranquilla,1,56100.0,0.15,En linea,47685.0
2025-06-22,13246,Portatil 14,Tecnologia,Bogota,3,225000.0,0.0,Tienda,675000.0
2025-08-05,12527,Chaqueta impermeable,Moda,Barranquilla,2,35200.0,0.15,En linea,59840.0
2025-10-23,11184,Tenis urbanos,Moda,Medellin,2,89200.0,0.0,Tienda,178400.0
2025-01-30,16014,Licuadora,Hogar,Medellin,5,123800.0,0.0,En linea,619000.0
2025-10-23,17693,Balon futbol,Deportes,Medellin,1,86700.0,0.0,En linea,86700.0
2025-07-18,16003,Tapete yoga,Deportes,Medellin,3,47100.0,0.0,Tienda,141300.0
2025-03-24,11258,Lampara LED,Hogar,Barranquilla,5,81200.0,0.0,Tienda,406000.0
2025-01-22,11564,Bicicleta estatica,Deportes,Medellin,4,99700.0,0.05,En linea,378860.0
2025-12-01,19736,Aspiradora,Hogar,Medellin,5,134600.0,0.05,Tienda,639350.0
2025-11-28,18721,Monitor 24,Tecnologia,Bogota,3,282800.0,0.15,Tienda,721140.0
2025-09-01,14238,Lampara LED,Hogar,Bogota,1,42600.0,0.1,En linea,38340.0
2025-05-10,15620,Aspiradora,Hogar,Cali,3,53000.0,0.15,Tienda,135150.0
2025-05-04,14419,Bolso cuero,Moda,Medellin,4,49400.0,0.0,En linea,197600.0
2025-06-04,19549,Bicicleta estatica,Deportes,Cali,2,34200.0,0.15,Tienda,58140.0
2025-12-08,15926,Juego de ollas,Hogar,Cali,3,131800.0,0.0,En linea,395400.0
2025-08-07,14457,Tenis urbanos,Moda,Medellin,1,43300.0,0.0,Tienda,43300.0
2025-09-29,12402,Teclado mecanico,Tecnologia,Barranquilla,3,124700.0,0.05,En linea,355395.0
2025-10-07,19674,Juego de ollas,Hogar,Bogota,2,116500.0,0.0,Tienda,233000.0
2025-04-15,18627,Bolso cuero,Moda,Cali,4,71800.0,0.05,Tienda,272840.0
2025-03-13,19054,Bolso cuero,Moda,Barranquilla,3,73900.0,0.1,En linea,199530.0
2025-01-05,10894,Jean slim,Moda,Bogota,2,30000.0,0.1,En linea,54000.0
2025-03-29,11217,Set de sabanas,Hogar,Medellin,3,86900.0,0.2,Tienda,208560.0
2025-03-27,13804,Teclado mecanico,Tecnologia,Medellin,1,380200.0,0.0,Tienda,380200.0
2025-10-21,19168,Juego de ollas,Hogar,Medellin,3,16500.0,0.0,En linea,49500.0
2025-05-09,14050,Tapete yoga,Deportes,Medellin,3,28700.0,0.0,En linea,86100.0
2025-11-06,11610,Aspiradora,Hogar,Bogota,3,110200.0,0.0,En linea,330600.0
2025-08-13,15982,Lampara LED,Hogar,Cali,3,110900.0,0.0,Tienda,332700.0
2025-04-09,16275,Mancuernas 5kg,Deportes,Cali,1,30200.0,0.3,En linea,21140.0
2025-08-15,11799,Set de sabanas,Hogar,Medellin,1,62200.0,0.15,En linea,52870.0
2025-07-10,17640,Jean slim,Moda,Cali,4,60700.0,0.15,Tienda,206380.0
2025-06-17,19471,Set de sabanas,Hogar,Bogota,1,43300.0,0.0,En linea,43300.0
2025-08-29,14554,Tablet 10,Tecnologia,Cali,1,565200.0,0.0,En linea,565200.0
2025-05-27,11513,Teclado mecanico,Tecnologia,Bogota,2,420000.0,0.05,En linea,798000.0
2025-07-16,19918,Audifonos BT,Tecnologia,Medellin,1,296600.0,0.15,En linea,252110.0
2025-10-03,12000,Licuadora,Hogar,Medellin,2,91400.0,0.0,Tienda,182800.0
2025-04-08,18425,Monitor 24,Tecnologia,Medellin,2,952400.0,0.05,Tienda,1809560.0
2025-03-10,19017,Licuadora,Hogar,Medellin,5,61800.0,0.15,Tienda,262650.0
2025-02-12,14727,Balon futbol,Deportes,Medellin,1,146100.0,0.1,En linea,131490.0
2025-11-22,10823,Chaqueta impermeable,Moda,Bogota,3,32900.0,0.05,En linea,93765.0
2025-05-01,18050,Portatil 14,Tecnologia,Medellin,3,265900.0,0.05,En linea,757815.0
2025-09-11,18749,Licuadora,Hogar,Medellin,4,206400.0,0.1,Tienda,743040.0
2025-03-02,15633,Set de sabanas,Hogar,Bogota,2,53300.0,0.05,En linea,101270.0
2025-01-06,13710,Tapete yoga,Deportes,Barranquilla,1,20200.0,0.1,Tienda,18180.0
2025-05-23,16002,Aspiradora,Hogar,Barranquilla,5,49900.0,0.2,Tienda,199600.0
2025-05-03,15380,Tapete yoga,Deportes,Cali,3,100500.0,0.15,En linea,256275.0
2025-12-13,13187,Set de sabanas,Hogar,Bogota,5,57400.0,0.2,En linea,229600.0
2025-07-19,17403,Set de sabanas,Hogar,Barranquilla,4,46900.0,0.0,En linea,187600.0
2025-11-17,12488,Balon futbol,Deportes,Barranquilla,1,65600.0,0.0,En linea,65600.0
2025-09-22,12966,Aspiradora,Hogar,Bogota,1,41800.0,0.0,En linea,41800.0
2025-12-17,11384,Portatil 14,Tecnologia,Barranquilla,3,313800.0,0.15,Tienda,800190.0
2025-11-14,19514,Bolso cuero,Moda,Medellin,4,128200.0,0.05,En linea,487160.0
2025-02-23,10795,Camiseta basica,Moda,Medellin,4,43300.0,0.0,Tienda,173200.0
2025-05-04,19040,Tenis urbanos,Moda,Bogota,4,37300.0,0.2,En linea,119360.0
2025-05-17,11687,Lampara LED,Hogar,Bogota,5,52500.0,0.3,Tienda,183750.0
2025-07-20,18528,Guantes gym,Deportes,Medellin,3,47200.0,0.0,En linea,141600.0
2025-03-13,14991,Camiseta basica,Moda,Bogota,3,29700.0,0.0,Tienda,89100.0
2025-01-05,19653,Teclado mecanico,Tecnologia,Cali,2,282600.0,0.0,Tienda,565200.0
2025-12-02,15399,Aspiradora,Hogar,Cali,4,78200.0,0.0,Tienda,312800.0
2025-10-20,13011,Licuadora,Hogar,Barranquilla,1,153500.0,0.05,En linea,145825.0
2025-03-19,16909,Tablet 10,Tecnologia,Barranquilla,3,253300.0,0.0,En linea,759900.0
2025-11-08,16479,Teclado mecanico,Tecnologia,Cali,1,247100.0,0.0,Tienda,247100.0
2025-08-12,16133,Teclado mecanico,Tecnologia,Cali,2,322500.0,0.1,Tienda,580500.0
2025-04-15,10282,Teclado mecanico,Tecnologia,Cali,3,380000.0,0.05,Tienda,1083000.0
2025-06-05,13667,Guantes gym,Deportes,Cali,1,43300.0,0.05,En linea,41135.0
2025-04-29,18893,Mancuernas 5kg,Deportes,Medellin,4,80000.0,0.0,En linea,320000.0
2025-05-23,18297,Guantes gym,Deportes,Medellin,3,70400.0,0.0,Tienda,211200.0
2025-06-24,19914,Audifonos BT,Tecnologia,Cali,3,359600.0,0.1,En linea,970920.0
2025-05-21,19468,Balon futbol,Deportes,Barranquilla,1,95900.0,0.0,Tienda,95900.0
2025-06-12,11492,Lampara LED,Hogar,Bogota,2,68900.0,0.0,Tienda,137800.0
2025-03-19,10991,Bicicleta estatica,Deportes,Medellin,2,40100.0,0.05,En linea,76190.0
2025-10-10,14285,Lampara LED,Hogar,Bogota,4,67500.0,0.15,Tienda,229500.0
2025-07-16,10075,Lampara LED,Hogar,Cali,2,71900.0,0.0,En linea,143800.0
2025-05-12,17494,Jean slim,Moda,Cali,2,220800.0,0.0,En linea,441600.0
2025-11-01,10971,Lampara LED,Hogar,Cali,4,60600.0,0.0,Tienda,242400.0
2025-07-22,11087,Teclado mecanico,Tecnologia,Medellin,2,218500.0,0.0,Tienda,437000.0
2025-11-29,10659,Licuadora,Hogar,Barranquilla,2,42200.0,0.15,En linea,71740.0
2025-03-10,13708,Bolso cuero,Moda,Barranquilla,1,57300.0,0.05,En linea,54435.0
2025-09-21,11262,Tenis urbanos,Moda,Medellin,3,225100.0,0.3,En linea,472710.0
2025-12-16,18402,Jean slim,Moda,Bogota,4,127900.0,0.05,En linea,486020.0
2025-06-24,16618,Aspiradora,Hogar,Bogota,1,69200.0,0.2,En linea,55360.0
2025-05-31,17421,Mancuernas 5kg,Deportes,Medellin,2,79900.0,0.15,En linea,135830.0
2025-04-20,15161,Set de sabanas,Hogar,Barranquilla,2,147800.0,0.0,Tienda,295600.0
2025-01-07,14949,Chaqueta impermeable,Moda,Cali,2,78100.0,0.0,En linea,156200.0
2025-12-15,14404,Camiseta basica,Moda,Barranquilla,4,47300.0,0.05,Tienda,179740.0
2025-02-23,10153,Licuadora,Hogar,Medellin,3,102200.0,0.1,Tienda,275940.0
2025-04-08,19481,Tenis urbanos,Moda,Medellin,1,49900.0,0.0,En linea,49900.0
2025-04-02,16246,Chaqueta impermeable,Moda,Barranquilla,3,238400.0,0.0,Tienda,715200.0
2025-06-29,15160,Juego de ollas,Hogar,Medellin,5,123200.0,0.2,Tienda,492800.0
2025-01-14,11579,Aspiradora,Hogar,Barranquilla,1,87300.0,0.05,Tienda,82935.0
2025-03-02,19385,Chaqueta impermeable,Moda,Medellin,3,172100.0,0.1,En linea,464670.0
2025-08-30,11240,Mancuernas 5kg,Deportes,Barranquilla,2,114100.0,0.05,En linea,216790.0
2025-03-29,12398,Juego de ollas,Hogar,Barranquilla,2,106900.0,0.0,En linea,213800.0
2025-01-27,15816,Set de sabanas,Hogar,Bogota,2,53800.0,0.05,Tienda,102220.0
2025-10-28,13483,Tenis urbanos,Moda,Barranquilla,2,49100.0,0.0,Tienda,98200.0
2025-05-20,14957,Jean slim,Moda,Barranquilla,3,39000.0,0.0,En linea,117000.0
2025-05-02,11396,Set de sabanas,Hogar,Medellin,4,54200.0,0.0,Tienda,216800.0
2025-10-16,17982,Chaqueta impermeable,Moda,Bogota,4,41100.0,0.2,En linea,131520.0
2025-03-09,18717,Chaqueta impermeable,Moda,Medellin,2,93300.0,0.3,Tienda,130620.0
2025-04-22,13887,Bicicleta estatica,Deportes,Bogota,2,111500.0,0.05,Tienda,211850.0
2025-01-13,15542,Audifonos BT,Tecnologia,Medellin,3,481700.0,0.15,En linea,1228335.0
2025-11-13,12978,Tenis urbanos,Moda,Cali,2,51600.0,0.0,Tienda,103200.0
2025-03-31,10027,Juego de ollas,Hogar,Cali,2,93900.0,0.0,Tienda,187800.0
2025-06-05,13209,Tablet 10,Tecnologia,Bogota,1,499000.0,0.15,En linea,424150.0
2025-09-22,10152,Licuadora,Hogar,Medellin,4,53300.0,0.0,Tienda,213200.0
2025-05-28,12824,Portatil 14,Tecnologia,Barranquilla,1,365000.0,0.15,Tienda,310250.0
2025-07-05,13974,Mancuernas 5kg,Deportes,Medellin,2,92900.0,0.15,Tienda,157930.0
2025-08-06,10439,Camiseta basica,Moda,Medellin,1,59300.0,0.05,Tienda,56335.0
2025-09-15,15973,Tapete yoga,Deportes,Barranquilla,3,108100.0,0.0,En linea,324300.0
2025-05-03,11683,Camiseta basica,Moda,Medellin,4,37700.0,0.1,En linea,135720.0
2025-08-01,14740,Lampara LED,Hogar,Bogota,2,115500.0,0.2,Tienda,184800.0
2025-09-14,15691,Set de sabanas,Hogar,Cali,1,151100.0,0.05,En linea,143545.0
2025-03-21,17472,Chaqueta impermeable,Moda,Medellin,1,68500.0,0.0,Tienda,68500.0
2025-05-13,11908,Tapete yoga,Deportes,Cali,1,79600.0,0.15,Tienda,67660.0
2025-10-07,13101,Mancuernas 5kg,Deportes,Medellin,2,47000.0,0.0,Tienda,94000.0
2025-05-03,17902,Camiseta basica,Moda,Medellin,2,30300.0,0.0,En linea,60600.0
2025-02-01,14097,Portatil 14,Tecnologia,Barranquilla,2,127200.0,0.0,En linea,254400.0
2025-02-28,18573,Licuadora,Hogar,Medellin,4,107700.0,0.05,En linea,409260.0
2025-03-15,17942,Aspiradora,Hogar,Bogota,5,37000.0,0.05,En linea,175750.0
2025-11-23,16094,Lampara LED,Hogar,Bogota,4,139800.0,0.05,En linea,531240.0
2025-09-24,13426,Bolso cuero,Moda,Medellin,1,43100.0,0.0,Tienda,43100.0
2025-04-19,13997,Portatil 14,Tecnologia,Medellin,3,340500.0,0.0,En linea,1021500.0
2025-09-21,14680,Camiseta basica,Moda,Bogota,2,174000.0,0.1,Tienda,313200.0
2025-12-08,13817,Set de sabanas,Hogar,Medellin,3,62800.0,0.2,En linea,150720.0
2025-07-16,15419,Licuadora,Hogar,Medellin,1,55300.0,0.0,Tienda,55300.0
2025-10-23,17375,Set de sabanas,Hogar,Cali,4,109900.0,0.0,En linea,439600.0
2025-09-08,10932,Licuadora,Hogar,Barranquilla,5,132800.0,0.1,En linea,597600.0
2025-03-16,17144,Portatil 14,Tecnologia,Bogota,3,208100.0,0.05,Tienda,593085.0
2025-06-11,10649,Bolso cuero,Moda,Cali,1,39900.0,0.0,Tienda,39900.0
2025-05-05,16039,Juego de ollas,Hogar,Bogota,3,45800.0,0.0,Tienda,137400.0
2025-05-18,16459,Tapete yoga,Deportes,Barranquilla,4,34900.0,0.15,Tienda,118660.0
2025-04-15,19815,Bicicleta estatica,Deportes,Bogota,2,23800.0,0.0,Tienda,47600.0
2025-10-12,16327,Licuadora,Hogar,Cali,5,81400.0,0.0,Tienda,407000.0
2025-10-03,12644,Lampara LED,Hogar,Medellin,5,70900.0,0.15,Tienda,301325.0
2025-08-04,18754,Tenis urbanos,Moda,Bogota,1,51000.0,0.0,En linea,51000.0
2025-01-07,16794,Camiseta basica,Moda,Cali,1,98200.0,0.05,Tienda,93290.0
2025-12-16,15955,Aspiradora,Hogar,Bogota,4,86100.0,0.0,En linea,344400.0
2025-07-16,10213,Lampara LED,Hogar,Cali,2,73900.0,0.0,Tienda,147800.0
2025-09-16,15094,Tablet 10,Tecnologia,Cali,2,336600.0,0.15,Tienda,572220.0
2025-09-03,12547,Licuadora,Hogar,Cali,4,59000.0,0.05,Tienda,224200.0
2025-10-01,15042,Camiseta basica,Moda,Medellin,3,78400.0,0.2,Tienda,188160.0
2025-09-17,10514,Juego de ollas,Hogar,Medellin,5,149300.0,0.15,Tienda,634525.0
2025-05-17,12262,Tapete yoga,Deportes,Medellin,3,67600.0,0.15,Tienda,172380.0
2025-08-24,18305,Bolso cuero,Moda,Medellin,2,53700.0,0.0,En linea,107400.0
2025-11-29,11651,Bolso cuero,Moda,Barranquilla,4,91100.0,0.0,En linea,364400.0
2025-01-03,13983,Jean slim,Moda,Medellin,1,37000.0,0.05,Tienda,35150.0
2025-08-15,12548,Audifonos BT,Tecnologia,Bogota,3,263400.0,0.05,En linea,750690.0
2025-06-22,12887,Tenis urbanos,Moda,Barranquilla,1,43700.0,0.2,En linea,34960.0
2025-07-31,10411,Jean slim,Moda,Barranquilla,3,42600.0,0.15,Tienda,108630.0
2025-07-19,12755,Bicicleta estatica,Deportes,Medellin,4,82500.0,0.1,En linea,297000.0
2025-01-07,19114,Tapete yoga,Deportes,Barranquilla,2,26300.0,0.1,Tienda,47340.0
2025-07-09,10914,Juego de ollas,Hogar,Bogota,3,105300.0,0.0,En linea,315900.0
2025-07-05,19020,Monitor 24,Tecnologia,Bogota,1,158400.0,0.1,Tienda,142560.0
2025-10-26,19943,Tablet 10,Tecnologia,Medellin,2,397900.0,0.0,En linea,795800.0
2025-12-31,17007,Jean slim,Moda,Barranquilla,3,117500.0,0.0,Tienda,352500.0
2025-12-19,19205,Licuadora,Hogar,Medellin,2,92300.0,0.0,En linea,156910.0
2025-08-03,13774,Guantes gym,Deportes,Medellin,3,79700.0,0.2,Tienda,191280.0
2025-01-07,10730,Juego de ollas,Hogar,Medellin,5,83200.0,0.1,En linea,374400.0
2025-01-02,18408,Jean slim,Moda,Cali,2,64900.0,0.0,Tienda,129800.0
2025-09-18,11776,Aspiradora,Hogar,Barranquilla,5,80600.0,0.2,Tienda,322400.0
2025-11-28,10972,Juego de ollas,Hogar,Cali,1,134100.0,0.0,En linea,134100.0
2025-04-04,19318,Teclado mecanico,Tecnologia,Barranquilla,3,114800.0,0.0,Tienda,344400.0
2025-04-10,18492,Licuadora,Hogar,Barranquilla,2,83700.0,0.2,En linea,133920.0
2025-02-10,13067,Set de sabanas,Hogar,Cali,1,132900.0,0.05,Tienda,126255.0
2025-06-17,10518,Chaqueta impermeable,Moda,Bogota,2,68800.0,0.0,Tienda,137600.0
2025-01-22,12323,Balon futbol,Deportes,Medellin,2,112800.0,0.05,En linea,214320.0
2025-07-09,16551,Monitor 24,Tecnologia,Bogota,1,441100.0,0.15,Tienda,374935.0
2025-06-25,18211,Juego de ollas,Hogar,Medellin,2,60500.0,0.15,En linea,102850.0
2025-12-12,16874,Monitor 24,Tecnologia,Bogota,2,614800.0,0.0,Tienda,1229600.0
2025-11-12,17685,Balon futbol,Deportes,Bogota,3,71700.0,0.15,Tienda,182835.0
2025-06-16,17556,Balon futbol,Deportes,Barranquilla,3,51000.0,0.05,Tienda,145350.0
2025-01-06,14490,Set de sabanas,Hogar,Medellin,1,22900.0,0.0,Tienda,22900.0
2025-04-15,18591,Tenis urbanos,Moda,Cali,2,114800.0,0.2,Tienda,183680.0
2025-01-29,15163,Tapete yoga,Deportes,Barranquilla,1,52300.0,0.0,En linea,47070.0
2025-07-01,14286,Tablet 10,Tecnologia,Cali,3,214000.0,0.1,En linea,577800.0
2025-03-10,11955,Camiseta basica,Moda,Bogota,4,58500.0,0.1,Tienda,210600.0
2025-05-02,11957,Chaqueta impermeable,Moda,Cali,2,58100.0,0.15,En linea,98770.0
2025-10-05,10732,Tenis urbanos,Moda,Medellin,2,22600.0,0.1,En linea,40680.0
2025-10-16,10375,Bolso cuero,Moda,Barranquilla,3,23700.0,0.05,Tienda,67545.0
2025-10-28,19456,Jean slim,Moda,Barranquilla,1,33800.0,0.3,En linea,23660.0
2025-11-13,10745,Camiseta basica,Moda,Medellin,4,68400.0,0.3,En linea,191520.0
2025-07-11,17937,Camiseta basica,Moda,Cali,4,49000.0,0.05,Tienda,186200.0
2025-08-11,11130,Chaqueta impermeable,Moda,Medellin,1,25000.0,0.0,En linea,25000.0
2025-05-31,11768,Bolso cuero,Moda,Cali,4,110700.0,0.0,Tienda,442800.0
2025-12-14,19100,Set de sabanas,Hogar,Medellin,1,84800.0,0.0,Tienda,84800.0
2025-04-10,14253,Balon futbol,Deportes,Barranquilla,3,73800.0,0.0,Tienda,221400.0
2025-04-11,13247,Audifonos BT,Tecnologia,Medellin,1,105400.0,0.0,En linea,105400.0
2025-03-21,14535,Tenis urbanos,Moda,Medellin,4,17400.0,0.0,En linea,69600.0
2025-11-21,10414,Aspiradora,Hogar,Medellin,2,107400.0,0.0,Tienda,214800.0
2025-04-02,12145,Camiseta basica,Moda,Cali,2,29900.0,0.1,Tienda,53820.0
2025-03-11,12163,Camiseta basica,Moda,Cali,4,124500.0,0.05,Tienda,473100.0
2025-06-15,15449,Licuadora,Hogar,Cali,4,68200.0,0.05,En linea,259160.0
2025-04-20,17326,Tenis urbanos,Moda,Medellin,1,122000.0,0.05,En linea,115900.0
2025-09-04,19826,Balon futbol,Deportes,Cali,1,45600.0,0.0,Tienda,45600.0
2025-08-11,16269,Aspiradora,Hogar,Medellin,1,81000.0,0.15,En linea,68850.0
2025-05-17,10663,Juego de ollas,Hogar,Bogota,4,79000.0,0.05,Tienda,300200.0
2025-07-07,11630,Jean slim,Moda,Bogota,4,48900.0,0.3,Tienda,136920.0
2025-01-27,11400,Chaqueta impermeable,Moda,Cali,3,82200.0,0.15,Tienda,209610.0
2025-09-28,10135,Bolso cuero,Moda,Cali,3,67600.0,0.1,Tienda,182520.0
2025-08-22,19877,Set de sabanas,Hogar,Medellin,5,105500.0,0.0,Tienda,527500.0
2025-09-15,11999,Chaqueta impermeable,Moda,Medellin,1,115900.0,0.0,En linea,115900.0
2025-03-17,13597,Juego de ollas,Hogar,Cali,3,134500.0,0.15,En linea,342975.0
2025-05-10,12550,Guantes gym,Deportes,Bogota,1,29400.0,0.1,Tienda,26460.0
2025-02-09,14162,Chaqueta impermeable,Moda,Medellin,3,134300.0,0.05,En linea,382755.0
2025-03-29,19765,Camiseta basica,Moda,Barranquilla,1,56500.0,0.0,Tienda,50850.0
2025-10-03,14026,Tablet 10,Tecnologia,Medellin,1,129500.0,0.0,En linea,129500.0
2025-02-17,12659,Aspiradora,Hogar,Cali,1,162700.0,0.1,Tienda,146430.0
2025-10-16,18301,Chaqueta impermeable,Moda,Bogota,1,116100.0,0.0,Tienda,116100.0
2025-12-09,14506,Guantes gym,Deportes,Medellin,3,24900.0,0.05,Tienda,70965.0
2025-02-10,14598,Camiseta basica,Moda,Medellin,3,91400.0,0.1,En linea,246780.0
2025-06-24,14295,Set de sabanas,Hogar,Cali,1,76900.0,0.05,En linea,73055.0
2025-10-29,14817,Aspiradora,Hogar,Barranquilla,5,142000.0,0.0,Tienda,710000.0
2025-01-20,18166,Bolso cuero,Moda,Bogota,4,38300.0,0.05,Tienda,145540.0
2025-01-11,15291,Guantes gym,Deportes,Bogota,2,73900.0,0.15,Tienda,125630.0
2025-07-20,11773,Lampara LED,Hogar,Cali,5,161000.0,0.15,Tienda,684250.0
2025-05-19,15907,Juego de ollas,Hogar,Bogota,2,80800.0,0.15,Tienda,137360.0
2025-09-06,18308,Bolso cuero,Moda,Medellin,2,49000.0,0.0,En linea,98000.0
2025-02-12,12989,Tenis urbanos,Moda,Bogota,3,153800.0,0.0,Tienda,461400.0
2025-05-12,17706,Licuadora,Hogar,Bogota,2,120600.0,0.0,Tienda,241200.0
2025-11-02,19250,Aspiradora,Hogar,Barranquilla,4,42700.0,0.0,En linea,170800.0
2025-08-21,14088,Juego de ollas,Hogar,Bogota,2,117900.0,0.15,Tienda,200430.0
2025-01-02,16963,Licuadora,Hogar,Bogota,2,193000.0,0.0,Tienda,386000.0
2025-12-20,19644,Bolso cuero,Moda,Medellin,2,64600.0,0.1,En linea,116280.0
2025-12-20,14925,Lampara LED,Hogar,Cali,1,85300.0,0.0,Tienda,85300.0
2025-05-05,18847,Tenis urbanos,Moda,Cali,2,175100.0,0.0,En linea,350200.0
2025-08-11,11637,Jean slim,Moda,Cali,2,48200.0,0.05,En linea,91580.0
2025-10-01,11277,Juego de ollas,Hogar,Barranquilla,3,44900.0,0.0,Tienda,134700.0
2025-08-06,10810,Monitor 24,Tecnologia,Medellin,3,745900.0,0.2,Tienda,1790160.0
2025-12-29,12661,Teclado mecanico,Tecnologia,Medellin,1,316700.0,0.2,Tienda,253360.0
2025-07-16,10263,Licuadora,Hogar,Bogota,3,57000.0,0.0,Tienda,171000.0
2025-11-20,13116,Chaqueta impermeable,Moda,Medellin,4,27600.0,0.2,Tienda,88320.0
2025-11-30,17924,Lampara LED,Hogar,Barranquilla,2,107500.0,0.15,Tienda,182750.0
2025-01-14,19941,Set de sabanas,Hogar,Medellin,4,49500.0,0.0,Tienda,198000.0
2025-12-19,18787,Set de sabanas,Hogar,Cali,2,66400.0,0.1,En linea,119520.0
2025-09-25,18683,Chaqueta impermeable,Moda,Medellin,1,36100.0,0.2,En linea,28880.0
2025-09-22,12186,Licuadora,Hogar,Bogota,1,101500.0,0.0,Tienda,101500.0
2025-07-25,14076,Tenis urbanos,Moda,Medellin,4,49900.0,0.15,Tienda,169660.0
2025-05-06,16507,Lampara LED,Hogar,Medellin,5,45700.0,0.1,Tienda,205650.0
2025-07-25,10020,Lampara LED,Hogar,Bogota,4,94700.0,0.0,En linea,378800.0
2025-03-28,19880,Tablet 10,Tecnologia,Cali,1,519800.0,0.3,En linea,363860.0
2025-05-01,15599,Licuadora,Hogar,Cali,3,49100.0,0.1,En linea,132570.0
